기준시간,원본시간,제목,미리보기
5일 전,5일 전,Deutsche Boerse to Launch Crypto Custody Services for Institutions: Bloom...,"The German exchange group plans to offer Bitcoin (BTC) and Ether (ETH) custody starting in April, Bloomberg reported on Tuesday. These services will be provided through Crypto Finance AG, a Switzerland-based subsidiary acquired by Deutsche Boerse in 2021. The initiative is..."
5일 전,5일 전,[크립토 선물 동향] 비트코인 미결제약정 464억6000만 달러...거래량 19%...,12일 14시 50분 기준 코인글래스에 따르면 비트코인 선물 미결제약정은 전일 대비 0.14% 줄어든 56만7290BTC(464억6000만 달러)로 집계됐다. 최근 시장이 관망세를 보이며 신규 포지션 유입보다 기존 계약의 청산이 많았음을 시사한다. 상승과 하락 방향에 대한 확신이 부족한 상태를 나타낼 수 있다....
5일 전,5일 전,美 'Bitcoin for America' 포럼 개최… 비트코인 국가 전략 논의,"세일러는 이어 미 정부가 비트코인을 전략적으로 매입할 필요성을 강조하며, “향후 10년간 미국이 100만~400만 BTC를 확보해야 한다”고 제언했다. 그는 비트코인 공급량이 2035년까지 99% 채굴될 예정인 점을 거론하며, “지금이 바로 ‘디지털 골드러시’에 대비해야 할 시점”이라고 말했다. 세일러는..."
5일 전,5일 전,"日 메타플래닛, 234억 원 규모 비트코인 추가 매입… 총 3,050 BTC 보유","BTC)을 추가로 매입하며 디지털 자산 보유량을 더욱 확장했다. 이번 구매는 회사의 비트코인 재무 전략의 일환으로, 평균 매입 가격은 1,239만 3,669엔(약 1억 4,460만 원)이며 총 거래 규모는 20억 800만 엔(약 234억 원)에 이른다. 이번 매입을 반영하면 메타플래닛의 총 비트코인 보유량은 3,050 로..."
5일 전,5일 전,"프랭클린 템플턴, SEC에 XRP ETF 신청… 승인 경쟁 본격화","이는 지난해 델라웨어에서 '프랭클린 XRP 트러스트'를 등록한 데 따른 후속 조치로, 비트코인(BTC)과 이더리움(ETH) ETF 승인 이후 XRP ETF를 도입하려는 자산운용사들의 경쟁이 본격화되고 있다. 현재 SEC는 스팟 암호화폐 ETF 승인 검토를 계속 진행 중이며, 프랭클린 템플턴의 신청은..."
5일 전,5일 전,자산 교환 없이 암호화폐로 결제·스테이블코인으로 정산… PYUSD 활용 투...,"예를 들어 사용자가 비트코인(BTC), 이더리움(ETH), 솔라나(SOL) 등으로 결제하면, 가맹점은 페이팔 USD(PYUSD), USD코인(USDC) 등으로 동일한 가치를 수령하게 된다. 별도의 자산 교환 절차 없이 실시간으로 결제가 이루어지는 구조다. 메시 공동창업자이자 최고경영자(CEO) 밤 아지지(Bam Azizi)는 '이번..."
5일 전,5일 전,"비트코인, 단기 보유자 매도세에 7만 달러대 가능성… 하락 신호인가?",비트코인(BTC) 가격이 최근 조정을 받으며 7만 달러대까지 하락할 가능성이 제기됐다. 온체인 분석업체 글래스노드(Glassnode)는 최근 매도세가 단기 보유자들의 ‘중간 수준 항복(moderate capitulation) 현상’ 때문이라고 분석했다. 글래스노드는 11일(현지시간) 보고서를 통해 비트코인을 고점에서...
5일 전,5일 전,"뉴욕 증시 조정 국면 진입, S&P500 종목 73% 하락...비트코인(BTC) 이더리...","""S&P500 종목 73% 이미 조정국면"" 미국 뉴욕 주식시장이 하락세를 지속하면서 스탠더드앤드푸어스(S&P)500 지수에 속한 종목의 73%가 이미 조정 국면에 진입한 것으로 나타났다. 미국 경제 매체 CNBC에 따르면, 도널드 트럼프 전 미국 대통령의 공격적인 관세 정책이 시장에 부정적인 영향을 미치며 주가..."
5일 전,5일 전,"스타크웨어, BTC 준비금 조성… 비트코인·이더리움 통합 비전 본격화","일부를 BTC로 보유하며 점진적으로 비중을 확대하겠다고 밝혔다. 스타크웨어는 이를 통해 비트코인 표준(Bitcoin standard)을 따르는 블록체인 기업으로서의 정체성을 강화하고, 장기적인 전략자산으로서의 BTC의 가치를 강조했다. 스타크웨어는 80억 달러 규모의 기업가치를 인정받은 블록체인 기술..."
5일 전,5일 전,비트코인·XRP·솔라나 반등...시장 예상 밖의 흐름?,"비트코인(BTC)과 주요 암호화폐들이 최근 급락 이후 반등하며 시장이 회복세를 보이고 있다. 트럼프 대통령의 무역 정책 변화와 경기 침체 우려로 하락했던 시장이 다시 상승세를 타고 있으며, 비트코인은 83,119달러까지 반등했다. 12일(현지시간) 암호화폐 전문매체 디크립트에 따르면, 비트코인은 하루..."
5일 전,5일 전,"트럼프 효과 없었다? 업계, '초크포인트 2.0 철회' 기대",비트코인이 도널드 트럼프 미국 대통령의 최근 친(親)암호화폐 정책 발표에도 불구하고 관세 전쟁과 경기 둔화 우려 속에 10일(현지 시각) 뉴욕 시장에서 4개월 만에 최저치로 하락했다. 암호화폐 시황 중계 사이트인 코인마켓캡에 따르면 비트코인은 한국 시각으로 11일 오전 5시 47분 현재 전일 대비 5.7...
5일 전,5일 전,"美 캠타 피츠제럴드, 비트코인 담보 대출 본격화… 20억 달러 규모",캠타 피츠제럴드(Cantor Fitzgerald)가 비트코인(BTC) 담보 대출 사업을 본격화한다. 11일(현지시간) 미국의 대표적인 금융회사 캠타 피츠제럴드는 비트코인 대출 사업에 필요한 자산 관리 및 커스터디(수탁) 서비스를 ‘앵커리지 디지털(Anchorage Digital)’과 ‘코퍼(Copper)’를 통해 제공한다고 발표했다. 캠타...
5일 전,5일 전,"SEC, 그레이스케일 헤데라 ETF 신청 접수…HBAR 반등 가능할까","그레이스케일은 비트코인(BTC) 및 이더리움(ETH) 현물 ETF가 승인된 전례를 바탕으로, 이번 신청 역시 긍정적인 결과를 기대하고 있다. SEC는 신청 접수와 함께 21일 동안의 공개 의견 수렴 절차를 개시했다. 이 기간 동안 시장 참여자 및 일반 대중은 의견을 제출할 수 있으며, 이후 SEC는 승인, 거부..."
5일 전,5일 전,"비트와이즈, 비트코인 보유 기업 집중 투자 ETF 'OWNB' 출시","이 ETF는 1,000 비트코인(BTC) 이상을 보유한 기업들의 주식에 투자하는 방식으로 구성됐으며, 비트코인을 자산으로 채택한 기업들을 중심으로... ETF의 편입 기준은 최소 1,000 BTC를 보유하는 것으로 설정되었으며, 기업별 보유 비율에 따라 가중치가 부여된다. 다만, 특정 기업에 편중되는 것을..."
5일 전,5일 전,"비트코인(BTC) 리플(엑스알피) 반등, 8만3천 달러대 회복...우크라이나 ...","로이터 연합뉴스 최근 하락세를 보였던 비트코인이 반등에 성공하며 8만3천 달러대를 회복했다. 이는 미국 경기 침체에 대한 우려와 도널드 트럼프 대통령의 가상화폐 정책이 시장 기대에 미치지 못한 영향으로 급락했던 것에서 벗어난 결과다. 미국 가상화폐 거래소 코인베이스에 따르면, 미 동부 시간 11일..."
5일 전,5일 전,"리플 XRP ETF 승인 지연…SEC, 최종 결정 10월까지 연기 가능성","이들 발행사의 움직임은 디지털 자산을 전통 금융 상품으로 포장하려는 흐름 속에서 나온 것으로, 최근 비트코인(BTC) 현물 ETF 승인 이후 급증하는 기관 및 개인 투자자들의 수요에 대응하는 차원으로 분석된다. 리플 XRP ETF에 대한 기대감은 점점 커지고 있다. 리플랩스(Ripple Labs)의 CEO..."
5일 전,5일 전,"비트코인, 50조 달러 시총 가능할까?","비트코인(BTC) 가격이 최근 하락세를 보이고 있음에도, 업계 전문가는 장기적으로 시가총액이 50조 달러까지 상승할 수 있다고 전망했다. 11일(현지시간) 암호화폐 전문매체 유투데이에 따르면, 비트와이즈(Bitwise) 최고투자책임자(CIO) 매트 호건(Matt Hougan)은 비트코인의 장기 성장 가능성을 긍정적으로..."
5일 전,5일 전,"프랭클린 템플턴, XRP 현물 ETF 신청… 암호화폐 ETF 시장 확장 신호탄","트럼프 행정부의 친(親) 암호화폐 정책 기조가 계속되면서, 비트코인(BTC)과 이더리움(ETH) 외에도 다양한 알트코인 기반 ETF 신청이 잇따르고 있다. 이번 발표에 힘입어 XRP 가격도 전날 하락세를 딛고 5% 이상 반등했다. 암호화폐 ETF 시장이 확장되는 가운데, 다른 주요 기업들도 발 빠르게..."
5일 전,5일 전,"美 상원, 비트코인 전략적 준비금 법안 재추진…100만 BTC 매입 포함","비트코인(BTC) 지지자로 알려진 신시아 루미스 상원의원(와이오밍주, 공화당)이 트럼프 대통령의 전략적 비트코인 준비금 계획을 입법화하기 위해 법안을 다시 제출했다. 이번 조치는 트럼프 대통령이 최근 서명한 암호화폐 관련 행정명령을 법적으로 뒷받침하려는 의도로 풀이된다. 이 법안은 ‘BITCOIN법’으로..."
5일 전,5일 전,"비트코인, 트럼프 한 마디에 급등락 반복...시장 불안 언제까지?","비트코인(Bitcoin, BTC)이 11일 월가 개장 후 한때 7% 반등했으나 이내 조정을 받아 8만 달러 아래로 다시 하락했다. 코인텔레그래프에 따르면, 미국의... 블록체인 미디어 뉴스BTC의 보도에 따르면, 암호화폐 시장 전문가 '닥터 프로핏(Doctor Profit)'은 비트코인의 핵심 지지선을 7만 4,000달러로 제시하며..."
5일 전,5일 전,"OKX, 1억 달러 해킹 자금 세탁 연루 논란…EU 규제 당국 조사하나","Gox)가 11,833 BTC(약 9억 2,620만 달러, 약 1조 3,520억 원)를 추가 이동시키며 주목을 끌었다. 이는 일주일 내 두 번째 대규모 비트코인 이동으로, 투자자들은 채권자 배상 절차가 본격화되고 있다고 분석했다. 암호화폐 시장은 미국 금리 정책과 대외 무역 환경의 영향을 지속적으로 받고 있다. 글로벌..."
5일 전,5일 전,"[모닝 뉴스브리핑] 미 공화당 하원의원들, 'BTC 비축안' 공식화 법안 상...","美 공화당 하원의원들, 'BTC 비축안' 공식화 법안 상원과 동시 발의 예정 친 암호화폐 성향의 미국 상원의원 신시아 루미스가 정부의 '비트코인... 한편 루미스 의원이 재발의한 법안에는 100만 달러 규모의 BTC 매입 관련 내용이 포함된 것으로 전해졌다. 친 암호화폐 미 상원의원, ' 비축안' 공식화..."
5일 전,5일 전,"XRP, 유동성 위기 속 생존 전략… 전문가가 밝힌 해법","특히, 기관 투자자들은 비트코인(BTC) 가격이 10만 달러를 초과했을 때 대거 이탈했으며, 이후 개인 투자자들이 시장에 진입하도록 유도하는 전략적 캠페인이 진행되었다고 주장했다. 트럼프 행정부도 시장 불안정을 가중시켰다는 분석이다. 트럼프 대통령이 1월 출시한 밈코인 TRUMP는 90% 폭락했으며..."
5일 전,5일 전,"AI의 발전, 비트코인 보안 위협인가 기회인가?…코인이지 리포트 분석","코인이지(CoinEasy)는 최근 보고서를 통해 인공지능(AI)이 비트코인(BTC) 보안에 미칠 영향을 분석했다. AI 기술이 발전함에 따라 개인 지갑이 해킹될 가능성에 대한 우려가 커지고 있는 가운데, 이에 대한 현실적인 위협과 보안 대책이 주요 논점으로 떠오르고 있다. 먼저 AI가 개인 키를 추측할 가능성에 대한..."
5일 전,5일 전,"암호화폐 시장, 24시간 동안 대규모 숏 포지션 청산 발생","암호화폐 청산 데이터 / 코인글래스 코인별로는 비트코인(BTC)이 가장 큰 청산 규모를 보였다. 24시간 동안 비트코인 포지션에서 약 2억 5314만 달러가 청산되었으며, 4시간 기준으로는 약 8276만 달러의 청산이 발생했다. 비트코인은 현재 4.40% 상승한 가격을 보이고 있다. 이더리움(ETH)은 24시간..."
5일 전,5일 전,"비트코인 조정 지속… 샌티멘트, '고래 매집·FUD 증가 긍정 신호' 분석","비트코인(BTC)의 최근 조정이 투자자들 사이에서 추가 하락에 대한 우려를 불러일으키는 가운데, 일부 온체인 데이터는 회복 가능성도 시사하고 있다.... 샌티멘트에 따르면, 거시경제적 불확실성과 글로벌 경제 불안이 지속되면서 시장이 여전히 변동성을 겪고 있지만, 고래들의 매집과..."
5일 전,5일 전,"파이코인, 바이낸스 상장 기대감 속 급상승할까?","특히 비트코인(BTC)이 10만 달러 이상으로 상승할 가능성이 거론되는 가운데, 이더리움(ETH), 솔라나(Solana) 등 주요 알트코인의 성장세도 파이코인 가격 상승에 영향을 미칠 것으로 보인다. 미국 중심의 코인으로 평가받는 파이코인은 미국 투자자들의 관심을 끌며 추가 상승 동력을 확보할 가능성이 있다...."
5일 전,5일 전,"이더리움·도지코인 급락…비트코인, 본격 약세장 진입?","비트코인(BTC) 역시 변동성을 지속하며 약세장에 진입했다는 분석이 나온다. 11일(현지시간) 암호화폐 전문매체 뉴스BTC에 따르면, 이더리움의 시가총액은 최근 24시간 동안 약 7.8% 감소했으며, 가격은 1,910달러까지 하락했다. 거래량은 80% 급증했으나, 추가 하락을 우려한 투자자들의 대규모 청산이..."
5일 전,5일 전,"[코인마켓프라이스] 비트코인(BTC), 전일대비 0.39% 상승중...기술적 반등...","비트코인(BTC)이 현재 업비트 거래소 기준 0.39% 상승중이다. 비트코인은 업비트 거래소 기준 현재 123,712,000원을 기록하고 있다. 코인마켓프라이스 차트분석가 차스퍼는 ""비트코인은 업비트 일봉 차트 기준 전일 전저점 이탈 후 단기 기술적 반등이 나타나고 있다"" 고 말했다. 차트분석가 차스퍼는..."
5일 전,5일 전,"케이뱅크-업비트, '봄소풍 보물찾기' 이벤트로 현금·비트코인 지급",0.0002BTC~0.1BTC 사이의 비트코인 교환 코드인 '리딤 코드(Redeem code)'를 랜덤으로 지급한다. 지급받은 리딤 코드를 복사해 업비트 앱에 등록하면 바로 비트코인이 지급된다. 발급된 리딤 코드는 다음 달 30일까지 등록해야 한다. 업비트 계정 하나당 1개만 등록할 수 있다. 케이뱅크 이용 고객도 현금 혜택을...
5일 전,5일 전,"마운트곡스, 1조원 상당 비트코인 이체…목적 불명","마운트곡스는 이날 총 1만1833.64 BTC를 이체했으며, 이 중 대부분은 '1Pazv…R9pYj'라는 미표시 지갑으로 보내졌고, 약 332 BTC는 마운트곡스의 웜 지갑으로 이체됐다. 이 금액들은 아직 사용되지 않은 상태로 남아있다. 과거 이러한 비트코인 움직임은 일반적으로 마운트곡스에서 손실을 입은..."
5일 전,5일 전,"美, 비트코인 100만 개 매입 법안 재추진… 시장 반등","비트코인(BTC)이 5일 만에 반등하며 한때 120만 엔(약 1,170만 원) 이상 상승했다. 시장에서는 시너지 루미스 상원의원(와이오밍주, 공화당)이 트럼프... 루미스 의원은 이 법안을 통해 미국 정부가 100만 BTC를 확보하는 것을 목표로 한다고 밝혔다. 비트코인은 최근 트럼프 행정부의 암호화폐 정책과 관련된..."
5일 전,5일 전,"에이엠매니지먼트, 루스벤처스로부터 시리즈A 추가 투자 유치",김호중 에이엠매니지먼트 대표는 “비트코인(BTC) 상장지수펀드(ETF)의 운용자산(AUM)이 160조 원을 넘어 2024년 12월 금 ETF의 AUM을 초과하는 등 해외 가상자산 시장이 급격히 성장하고 있다”며 “향후 한국 가상자산 시장이 제도권에 포함되면 금융권과 협업할 것”이라고 밝혔다.
5일 전,5일 전,[코인 TOP 10 주간동향] 바운스토큰(AUCTION) 135%↑...맨틀(MNT) 매수 체...,1위 바운스토큰(AUCTION/BTC) +135.14% 2위 아이오에스티(IOST/BTC) +40.00% 3위 엠블(MVL/BTC) +33.33% 4위 래드웍스(RAD/BTC) +24.18% 5위 무브먼트(MOVE/KRW) +22.80% 6위 디지바이트(DGB/BTC) +22.22% 7위 아캄(ARKM/KRW) +20.44% 8위 하이브달러(HBD/) +15.27% 9위 비트코인캐시(BCH/) +10.92...
5일 전,5일 전,[코인 동향분석] 자산가 순매수 1위 테더(USDT) ...지티엑스(ZTX) RSI 11.10...,자산가들이 전날 주로 매수한 암호화폐는 테더(USDT) 유에스디코인(USDC) 비트코인캐시(BCH) 비트코인(BTC) 알고랜드(ALGO) 순으로 집계됐다. 자산가들이 매수한 자산은 빗썸 내 자산규모 상위 800명이 자산 별 전체 거래금액 대비 어제 순매수한 거래금액 비율을 보여주는 지표다. 예를 들어 상위 800명...
5일 전,5일 전,"어려운 블록체인, 대중에게 다가가다···두나무 송치형 회장의 전략은...",해당 캠페인은 무려 270여 명의 이용자가 참여했으며 총 14BTC(23년 3월 14일 기준 약 4억4000만 원)의 기부금이 모금하는 데 성공했다. 이처럼 가상자산을 연계한 구호 캠페인의 호응도가 높은 이유는 블록체인 기술의 투명성 덕분이다. 블록체인을 활용한 모금은 활동에 필요한 비용 부담을 최소화 하여...
5일 전,5일 전,비트코인 7만3천 달러까지 추락할 수도… 밈코인 붕괴가 시장 흔들다,"비트코인(BTC)이 거시경제적 불확실성과 밈코인 시장의 붕괴 속에서 추가 하락할 가능성이 높다는 전망이 나왔다. 분석업체 10X 리서치는 BTC가 73,000달러까지 하락할 수 있으며, 과거 강세장 종료 시점과 현재 시장 상황 사이에 유사점이 많다고 경고했다. 12일(현지시간) 암호화폐 전문매체 디크립트에..."
5일 전,5일 전,[이미선의 크립토ON] 미국 비트코인 준비금 행정명령의 의미,"이후 추가 발언을 통해 비트코인(BTC), 이더리움(ETH)이 포함될 것이라고 덧붙이기도 했는데 비축(Stockpile)과 준비금(Reserve)이란 단어가 혼재되어 사용된만큼 정확하게 판단하기 어려우나, 시장 참여자들은 트럼프 대통령이 언급한 리플, 솔라나, 카르다노가 모두 주 개발자가 미국인이며 미국 중심으로..."
5일 전,5일 전,비트코인 법안 재도입! 美 106조 달러 이익 가능성?,"1백만 BTC를 매입하는 프로그램을 포함한다고 전했다. 이 프로그램은 연방준비제도(Fed)와 재무부의 기존 자산(금 등)을 활용해 자금을 조달하며... 그는 미국이 5년간 100만 BTC를 매입하면 향후 16조 달러의 가치를 창출할 수 있으며, 20년간 20만 를 보유하기만 해도 3조 달러 규모의 자산이 될 것이라고..."
5일 전,5일 전,우크라 휴전 가능성에 비트코인 '반등'[디센터 시황],"비트코인(BTC)은 전일 대비 3.75% 상승한 1억 2307만 원 8000원을 기록했다. 같은 시간 이더리움(ETH)은 3.42% 오른 287만 원, 엑스알피(XRP)는 4.99% 상승한 3243원에 거래되고 있다. 솔라나(SOL)는 4.71% 오른 18만 6600원에 거래되고 있다. 국제 시장도 상승장이 펼쳐지고 있다. 같은 시간 코인마켓캡에서 는 전일..."
5일 전,5일 전,알트코인 시즌 끝났나? 비트코인 ETF가 시장의 판을 바꾼다,"비트코인(BTC) ETF가 암호화폐 투자 패러다임을 바꾸며 전통적인 ‘알트코인 시즌’의 개념이 흔들리고 있다. 기관과 개인 투자자들이 규제된 상품을 선호하면서, 저유동성 알트코인으로의 자금 순환이 점점 어려워지고 있다. 11일(현지시간) 암호화폐 전문매체 코인텔레그래프에 따르면, 비트코인 ETF는..."
5일 전,5일 전,비트코인 8만3천 달러 회복...XRP·도지코인·카르다노 급등 이유는?,"비트코인(BTC)이 83,000달러를 회복하며 시장 반등을 주도하고 있다. 이에 따라 XRP, 도지코인(DOGE), 카르다노(ADA) 등 주요 알트코인들도 강한 상승세를 보이고 있다. 12일(현지시간) 암호화폐 전문매체 코인게이프에 따르면, 비트코인 가격은 24시간 동안 4.68% 상승해 83,014달러를 기록했다. 장중 최저 76..."
5일 전,5일 전,"비트코인 1억2240만 원대 상승, 러시아-우크라이나 전쟁 휴전 가능성에...","12일 가상화폐거래소 빗썸에서 오전 8시29분 기준 비트코인은 24시간 전보다 1BTC(비트코인 단위)당 3.62% 오른 1억2240만5천 원에 거래되고 있다. 이날 빗썸에서 거래되는 가상화폐 시가총액 상위 10개 종목 가격은 대부분 상승하고 있다. 이더리움은 1ETH(이더리움 단위)당 1.86% 오른 285만4천 원, 엑스알피..."
5일 전,5일 전,암호화폐 시장 회복 속 김치프리미엄 1.98%...국내 매수세는 아직,코인별 김치프리미엄 현황 비트코인(BTC) 8만2715달러 1억2255만원 1.98% 이더리움(ETH) 1926.13달러 285만7000원 2.08% 솔라나(SOL) 125.43달러 18만5950원 2.03% 엑스알피(XRP) 2.169달러 3218원 2.09% 도지코인(DOGE) 0.1647달러 244원 2.02% 김치프리미엄은 한국 거래소에서 암호화폐 가격이 해외보다 높게 형성되는 현상으로...
6일 전,6일 전,"미국 정부, 스테이블코인 강화로 비트코인 수혜 가능성 커진다","미국이 글로벌 금융 패권을 유지하기 위해 스테이블코인 규제 강화에 나서면서, 비트코인(BTC)의 제도권 채택이 가속화될 가능성이 제기되고 있다. 10일... 이와 함께 도널드 트럼프 대통령은 정부가 압수한 암호화폐를 이용해 비트코인 준비금을 구축하는 행정명령을 승인하며 에 대한 정부의 입장이..."
6일 전,6일 전,비트코인 7만 8000달러선 붕괴… 월가 급락과 바이비트 해킹 영향,"비트코인(BTC) 가격이 7만 8000달러선까지 하락하며 약세 흐름을 지속하고 있다. 동시에 월가의 주요 지수들도 큰 폭으로 하락하면서 투자 심리가 위축되고 있다. S&P 500과 나스닥 종합지수는 각각 2%, 3.5%씩 급락했으며, 위험 자산 전반에서 매도세가 확산되는 모습이다. 월가의 하락세에 대해 시장 분석..."
6일 전,6일 전,"XRP, 비트코인보다 더 많은 자금 유입…투자 심리 변화 신호?","XRP가 최근 약세장 속에서도 비트코인(BTC)과 이더리움(ETH)을 제치고 주간 자금 유입 560만 달러를 기록하며 강한 투자 수요를 보였다. 미 증권거래위원 회(SEC)의 ETF 관련 논의, 리플 소송 진행 상황, 트럼프의 암호화폐 준비자산 계획 등이 주요 요인으로 작용했다. 10일(현지시간) 암호화폐 전문매체..."
6일 전,6일 전,"두나무 ·케이뱅크, 현금과 비트코인 교환코드 무작위 지급 공동 이벤트","신규 계좌 개설 이벤트에 참여한 고객은 ‘내 비트코인 보물 찾기’를 눌러서 0.0002BTC~0.1BTC 사이의 비트코인 교환코드를 받고, 지급 받은 교환코드를 복사해 업비트 앱에 등록하면 된다. 이미 케이뱅크를 이용하고 있는 고객은 지인에게 이벤트 링크를 공유하고 현금 혜택을 누릴 수 있다. 공유한..."
6일 전,6일 전,"태국 SEC, 테더(USDT)·USDC 거래 공식 승인…스테이블코인 시장 확대","이에 따라 두 스테이블코인은 비트코인(BTC), 이더리움(ETH), XRP, 스텔라(XLM)와 함께 태국에서 합법적으로 거래될 수 있는 암호화폐 목록에 추가됐다. 이번 결정은 전 세계적으로 스테이블코인에 대한 수요가 증가하는 가운데 이루어졌다. 특히 태국은 암호화폐 채택을 확대하기 위한 전략을 추진해왔으며..."
6일 전,6일 전,"비트코인(BTC) 고래 다시 매집 개시… 7만 7,000달러 지지선 주목","비트코인(BTC) 시장에서 대형 투자자들이 다시 활발한 매집 움직임을 보이고 있다. 최근 시장 변동성에도 불구하고 기관 투자자와 ‘고래(whale)’라... 특히 10BTC 이상을 보유한 지갑들이 지난해 10월부터 집중적으로 매집을 시작했으며, 이는 비트코인의 강세장 시작과 일치한다. 이러한 매집은 12월 말까지..."
6일 전,6일 전,"비트코인, 7만 8,258달러 지지선 위태… 추가 하락 가능성은?","비트코인(BTC)이 7만 8,258달러의 핵심 지지선 아래로 하락할 위험에 처하면서 7만 3,777달러까지 추가 하락 가능성이 제기되고 있다. 비트코인은 최근 8만 5,000달러 돌파를 시도했으나 강한 매도세에 부딪히며 하락세를 보였다. 암호화폐 분석업체 샌티멘트(Santiment)에 따르면, 10 이상을 보유한..."
6일 전,6일 전,"태국 SEC, 테더(USDT)·서클(USDC) 거래 공식 승인… 스테이블코인 도입...","SEC의 승인으로 USDT와 USDC는 비트코인(BTC), 이더리움(ETH), XRP, 스텔라루멘(XLM) 등 기존 승인된 5개 암호화폐 리스트에 추가됐다.한편 테더 측은 보도자료를 통해 이번 승인이 태국 내 디지털 자산 기업들이 USDT를 결제 수단으로 활용할 수 있는 발판이 될 것이라고 강조했다. 스테이블코인의 글로벌..."
6일 전,6일 전,"비트코인 채굴업체 클린스파크, S&P 스몰캡 600 편입… 시장 신뢰 입증","비트코인(BTC) 채굴업체 클린스파크(CleanSpark)가 S&P 스몰캡 600 지수(S&P SmallCap 600 Index)에 편입된다. 이는 회사의 지속적인 성장과 수익성 개선을... 또한 지난 2월 클린스파크는 보유한 비트코인 수량을 6% 늘려 총 1만 1,177 를 확보했다. 상장 기업 중 이보다 많은 비트코인을 보유한 기업은 단 네..."
6일 전,6일 전,트럼프의 비트코인 비축 선언에도… 암호화폐 시장 6조 원 유출,"지난주 비트코인(BTC)과 이더리움(ETH) 등 주요 암호화폐 펀드에서 약 8억 7,600만 달러(약 1조 2,780억 원)가 순유출됐다. 코인셰어스(CoinShares) 보고서에 따르면, 최근 4주 동안 암호화폐 상장지수상품(ETP)에서 총 47억 5,000만 달러(약 6조 9,350억 원)가 유출됐으며, 이에 따라 올해 순유입 규모는 26억 달러(약 3조 8..."
6일 전,6일 전,"시바이누(SHIB) 소각량 1,028% 폭증…가격 반등 신호일까?","이는 지난 금요일 이후 처음으로 상승세를 기록한 것이며, 같은 기간 비트코인(BTC)이 4% 상승한 것과 궤를 같이한다. 그러나 최근 15% 가까이 하락했던 점을 고려하면, 아직 완전한 회복세로 보기에는 이르다는 평가다. 유투데이는 SHIB가 시가총액 기준으로 18위까지 밀려나며 상위 20개 암호화폐..."
6일 전,6일 전,디지털 자산서 38억 달러 유출… 비트코인·이더리움 직격탄,"특히 비트코인(BTC)과 이더리움(ETH)의 유출 규모가 상당한 수준에 달하면서 시장의 우려가 커지고 있다. 코인셰어스(CoinShares)에 따르면, 최근 3주 동안 총 38억 달러(약 5조 5,500억 원)의 출금이 발생했으며, 지난주에만 29억 달러(약 4조 2,300억 원)가 빠져나갔다. 가장 큰 타격을 입은 것은..."
6일 전,6일 전,"[자정 뉴스브리핑] KBW '미국, 금 일부 매각해 BTC 매수 가능성' 外","KBW ""미국, 금 일부 매각해 BTC 매수 가능성"" 투자은행 KBW는 미국 정부가 8000억 달러가 넘는 금 보유고 중 일부를 매각해 비트코인을 매수할 가능성이 있다고 진단했다. 이어 미국 정부는 약 198,000 BTC를 보유하고 있으며, 이중 약 55%가 비트파이넥스로 반환돼 약 86,000 가 남게 될 전망이라고..."
6일 전,6일 전,"백악관 수뇌부 암호화폐 대량 매각 … 몰수 비트코인 리플 솔라나 "" 뉴욕...","색스는 비트코인(BTC), 이더리움(ETH), 솔라나(SOL) 등 개인 보유 자산을 전량 처분했다. 색스는 트럼프 행정부의 '암호화폐 전략 비축(Crypto Strategic Reserve)' 계획을 총괄하는 주요 인물이다. 이와 관련해 비트코인(Bitcoin, BTC) 비판론자 피터 시프(Peter Schiff)가 도널드 트럼프(Donald Trump) 대통령의 암호화폐 관련..."
6일 전,6일 전,"싱가포르 증권거래소, 2025년 비트코인 무기한 선물 출시 추진","싱가포르 증권거래소(SGX)가 2025년 하반기 비트코인(BTC) 무기한 선물 상품을 출시할 예정이다. 이는 기관 투자자의 암호화폐 시장 접근성을 강화하는 동시에 규제된 환경에서 거래를 지원하려는 전략의 일환이다. SGX는 전통 금융 시장에서 신뢰받는 플랫폼으로, 무디스(Moody’s)로부터 Aa2 신용등급을 받은..."
6일 전,6일 전,비트코인 8만 달러 붕괴… 추가 하락 경고 나왔다,"비트코인(BTC)이 8만 달러를 하회하며 시장에 다시 한 번 큰 변동성을 가져왔다. 지난 주말 8만 6,000달러까지 상승했던 비트코인은 주 초반 하락세로 전환되며 8만 달러까지 급락했다. 이에 따라 24시간 동안 수억 달러 규모의 청산이 발생했다. 이후 반등을 시도하며 8만 4,000달러까지 회복했지만, 다시..."
6일 전,6일 전,"뉴욕증시 비트코인 "" 대폭락 붕괴 신호탄"" JP모건 … 트럼프 전략비축 ...","11일 뉴욕증시와 암호화폐 업계에 따르면 JP모건이 비트코인(BTC)에 대한 약세 전망을 유지하며, 추가 조정 가능성을 경고했다. 최근 발표된 미국 암호화폐 준비금(Crypto Reserve) 계획이 실제로 의회의 승인을 받을지 불확실하다는 논평도 냈다. 한, XRP와 솔라나(SOL)와 같은 변동성이 큰 자산이 비축 준비금에..."
