기준시간,원본시간,제목,미리보기
1일 전,7시간 전,"""삼성, 생존의 문제 직면했다""...임원들 질책한 이재용의 경고 [지금이뉴...","삼성전자는 지난해 반도체 사업에서 범용 메모리 부진과 고대역폭 메모리 납품 지연 등으로 시장의 기대에 못 미치는 실적을 냈습니다. TV 시장 점유율도 2023년 30.1%에서 지난해 28.3%로 떨어졌고, 스마트폰도 19.7%에서 18.3%로 하락했습니다. 다만 미래 준비를 위한 연구개발비와 시설투자비는 지난해 각각 35조..."
1일 전,7시간 전,"맥킨지 ""AI 탓 인력 감축 가장 많은 직종은…'서비스·물류·HR'""","미디어·통신 산업과 반도체, 항공우주 등 '고도 제조업'(advanced industries)도 생성 AI 활용 답변율이 각각 79%로 전체 평균치(71%)를 웃돌았다. 반대로 생성 AI를 쓴다는 답변이 적었던 분야로는 금융(65%), 보건·제약·의료 상품(63%), 에너지·소재(59%)가 있었다. 생성 AI는 논리적으로 적확한 사고를 해내는..."
1일 전,7시간 전,AW2025 전시회에서 살펴본 한국 로봇산업의 미래,한국의 10대품목 중 1위는 반도체인데 다양한 웨이퍼를 이송하는 로봇과 반도체공장 천정에서 활약하는 OHT들은 전시장 곳곳에서 누구나 쉽게 찾아볼 수 있었다. 또한 수출2위의 효자종목 자동차에서 사용되는 용접로봇도 관람객들의 눈길을 끌기에 충분했다. 스마트공장은 몇 년 전 공장자동화를 주도하는...
1일 전,7시간 전,"[개장시황] 코스피 2588, 전 거래일 대비 21.96포인트 상승 출발","이날 우주항공과국방, 전자제품, 반도체와반도체장비, 레저용장비와제품, 전기장비 등이 상승세를 보였다. 반면, 도로와철도운송, 건강관리기술, 인터넷과카탈로그소매, 전기유틸리티 등은 하락세를 보였다. 테마주에서는 캐릭터상품 테마가 전 거래일 대비 +3.74%로 가장 높은..."
1일 전,7시간 전,"이재용 ""삼성다운 저력 잃었다…사즉생 각오로 위기 대처해야""","한 참석자는 ""이번 세미나의 핵심은 '독한 삼성인'이라는 정의에 담겨 있다""고 전했다. 현재 삼성전자는 반도체 사업의 부진과 HBM 납품 지연 등으로 기대에 미치지 못하는 실적을 기록했다. 이 회장의 강한 위기 의식 표출은 이러한 경영 환경을 반영한 것으로 보인다."
1일 전,7시간 전,"코스피 장 초반 2,600선 탈환 시도…삼성전자 4%대 강세(종합)","2,580대 강세 출발 후 상승 폭 키우는 중…외인·기관 '사자' 'GTC 2025' 기대감에 반도체주 강세…코스닥 0.3% 올라 730대 코스피가 17일 장 초반 2,600선... 엔비디아의 개발자회의 'GTC 2025'에 대한 기대감에 삼성전자(4.3%), SK하이닉스(0.61%), 한미(0.32%) 등 주가 상승하고 있다. 시가총액..."
1일 전,7시간 전,"[특징주] 나인테크, 엔비디아 GTC서 유리기판 관련 언급 기대감에 상승...","나인테크는 차세대 유리기판 반도체 기술을 확보해 상용화에 선제 대응하는 발판을 마련했다. 이석주 나인테크 사장은 최근 ""유리기판의 전극을 형성하기 위한 인터포저(interposer) 공정과 적층세라믹커패시터(MLCC) 등을 기판에 삽입하기 위한 캐비티(Cavity) 공정을 진행하기 위한 유리관통전극 습식..."
1일 전,7시간 전,'2025년 스마트도시 조성‧확산사업' 공모… 스마트도시산업 활성화 견...,"특히, 올해는 과학기술정보통신부 '온디바이스(On-Device) AI 서비스 실증·확산사업'과 협업으로 진행, AI 반도체를 활용한 모빌리티, 로봇 등 특화분야 스마트서비스의 도시공간 실증 활성화가 기대된다. 올해는 스마트도시 특화단지 1개소를 선정하고, 사업주체인 관할 지자체(특·광역시, 특별자치시·도, 시..."
1일 전,7시간 전,"경기도, 시군 특화산업 연계 융·복합 마이스 개최 기관 모집…""글로벌...","경기도에 따르면 이번 공모에는 로봇, 나노, 디스플레이, 신재생에너지, 반도체 등 경기도 전략·유망 산업이나 시군의 지역을 연계한 특화산업과 관련된 마이스 행사를 기획 중인 기업, 공공기관 등과 컨소시엄 형태를 구성한 경기도 31개 시군 혹은 행사 전문 민간기관 등이 참여할 수 있다. 경기도는 지원..."
1일 전,7시간 전,"삼성자산운용, '삼성글로벌CoreAI목표전환형' 펀드 출시","주식은 반도체/인프라, 소프트웨어, 로보틱스 등 성장성이 높은 AI 핵심 테마 관련 기업에 집중 투자해 성과를 높일 계획이다. 이 펀드의 목표 수익률은 7%로 설정되었으며 목표 달성 후에는 전체 포트폴리오를 채권 및 채권형 ETF로 전환해 6개월 후 환매한다. 현재 주도적인 AI 산업을 크게 ..."
1일 전,7시간 전,"SK스퀘어 물류 자회사 FSK L&S, 미국 '배터리 벨트' 진출","2016년 문을 연 FSK L&S는 운송 관리, 창고 관리 등 물류 아웃소싱(BPO) 사업을 진행하고 있다. 반도체, 정밀 장비, 배터리 등 다양한 제품을 취급한다. 통합 물류 플랫폼 케롤(KEROL)을 통해 물류의 모든 과정을 추적하고 데이터화해 화주가 편리하게 관리할 수 있는 시스템을 구축하고 있다."
1일 전,7시간 전,"경기혁신센터, 'INNOX 오픈이노베이션 4기' 총 26억 원 투자…스타트업...","모집 기간은 다음달 6일까지며, 지원 대상은 △인공지능(AI) △이차전지 △미래 혁신산업(첨단 정보기술(IT), 소재·부품·장비, 모빌리티 등) △로봇 △반도체 분야에서 활동하거나 해당 기술을 적용할 수 있는 기업이다. 이녹스는 2019년부터 이차전지 분야와 AI 기반 미래 산업 분야에 적극적인 투자를 진행해..."
1일 전,7시간 전,"곽동신 한미반도체 회장, 30억원 자사주 취득...""TC본더 자신감""","곽동신 한미반도체 회장 /사진=한미반도체곽동신 한미반도체 회장이 사재로 자사주 30억원 규모를 추가 취득하겠다고 17일 발표했다. 지난달에 이어 올해만 두번째 자사주 취득으로, 오는 4월 15일 장내 매수에 나설 계획이다. 이번 자사주 취득이 완료되면 곽 회장은 지난 2023년부터 총 423억원의..."
1일 전,7시간 전,켐트로닉스 주가 다시 고개...실적 개선 통해 저평가주로 매력,"유리기판은 차세대 반도체 패키징 기술로, 고성능 반도체 수요 증가와 함께 시장 규모가 확대될 것으로 전망된다. 삼성전기와의 협력을 통해 유리기판 시장에서 경쟁력을 확보하고, 새로운 성장 기회를 창출할 수 있을 것으로 보인다. 3만 원대 위 구간에서 기관 투자자들의 집중 매수가 예상된다는 분석은..."
1일 전,7시간 전,코스피·코스닥 상승 출발… 코스피 외인 '사자'에 2600선 눈앞,"반도체 대장주인 삼성전자는 4%대 상승 중이며 삼성바이오로직스는 강보합권에서 거래 중이다. 반면 SK하이닉스, LG에너지솔루션, 현대차, 셀트리온, 기아는 약보합권에서 거래 중이다. 이 시각 현재 코스닥 지수는 전 거래일 대비 1.69포인트 (0.23%) 오른 735.95를 나타내고 있다. 앞서 코스닥 지수는5...."
1일 전,7시간 전,지난달까지 수출 4.8% 감소…반도체도 감소 전환,"특히 수출의 큰 비중을 차지하던 반도체 수출이 지난달 16개월 만에 감소로 전환했습니다. 반도체 수출은 지난달 2.5% 감소한 98억 달러를 기록했고, 1월 수출액을 더하면 2.2% 증가를 나타냈습니다. 반도체 수출의 가장 큰 비중은 중국으로, 29.6%가 대중국 수출이었고 베트남이 18.6%, 대만이 17.7%로 뒤를..."
1일 전,7시간 전,"대전 동구, '미래산업 진로탐색 독서아카데미' 회원 모집","‘미래산업 진로탐색 독서아카데미’는 대전시의 주요 전략산업인 우주, 반도체, 로봇 등을 주제로, 학생들이 독서와 체험 활동을 통해 미래 산업을 이해하고 진로 탐색 역량을 강화할 수 있도록 마련된 독서 프로그램이다. 이번 과정은 초등 1~2학년과 3~6학년 과정으로 나뉘어 운영되며, 4월부터 6월까지 매주..."
1일 전,7시간 전,"군포산업진흥원, 제4대 유병직 신임 원장 취임","특히, 성남산업진흥원에서 콘텐츠, ICT 및 시스템 반도체, 4차 산업 등 다양한 분야의 사업을 이끌어온 경험을 바탕으로 군포시와 군포산업진흥원을 산업경제 중심도시로 발전시킬 적임자로 평가받고 있다. 유 원장은 취임식에서 ""현장에 답이 있다""며 ""안밖으로 소통과 협업을 통해 군포시 산업경제의 위상을..."
1일 전,8시간 전,"삼성운용, '삼성글로벌CoreAI목표전환형' 펀드 출시","주식은 반도체·인프라, 소프트웨어, 로보틱스 등 성장성이 높은 AI 핵심 테마 관련 기업에 집중 투자해 성과를 높일 계획이다. 이 펀드의 목표 수익률은 7%로 설정됐으며, 목표 달성 후에는 전체 포트폴리오를 채권 및 채권형 ETF로 전환해 6개월 후 환매한다. 현재 주도적인 AI 산업을 크게 ..."
1일 전,8시간 전,"'위기의 삼성'에 이재용 ""죽기로 마음먹으면 산다…경영진부터 반성해야...",앞서 삼성전자는 반도체 사업에서 범용(레거시) 메모리의 부진과 고대역폭 메모리(HBM) 납품 지연 등으로 지난해 시장의 기대에 못 미치는 실적을 냈다. 올해 전망 또한 좋지 않다. 연합인포맥스가 최근 2개월 내 보고서를 낸 증권사 21곳의 실적 컨센서스(전망치)를 집계한 결과 삼성전자의 1분기...
1일 전,8시간 전,"'위기의 삼성'에 이재용 ""죽기로 마음먹으면 산다…경영진부터 반성해야...",앞서 삼성전자는 반도체 사업에서 범용(레거시) 메모리의 부진과 고대역폭 메모리(HBM) 납품 지연 등으로 지난해 시장의 기대에 못 미치는 실적을 냈다. 올해 전망 또한 좋지 않다. 연합인포맥스가 최근 2개월 내 보고서를 낸 증권사 21곳의 실적 컨센서스(전망치)를 집계한 결과 삼성전자의 1분기...
1일 전,8시간 전,"삼성운용, 삼성글로벌CoreAI 목표전환형 펀드 출시","채권은 단기 우량채권, 채권형 ETF 및 머니마켓 ETF에 투자해 안정성을 확보하고, 주식은 반도체/인프라, 소프트웨어, 로보틱스 등 성장성이 높은 AI... 반도체/인프라 분야에서는 엔비디아, 마벨테크놀로지, 버티브 등 데이터센터와 인프라 관련 대형주를 중심으로 투자한다. 소프트웨어 분야에서는..."
1일 전,8시간 전,SK하이닉스 생산라인 공사 콘크리트 용인레미콘서 납품 받는다,©열린뉴스통신ONA 용인시(시장 이상일)는 SK에코플랜트가 처인구 원삼면에서 진행 중인 용인반도체 클러스터 일반산업단지 SK하이닉스 생산라인(Fab)... 시는 용인 반도체클러스터 일반산업단지에 콘크리트 생산시설을 설치해 자재를 공급하면 고용 창출과 지역경제 활성화 등 경제 선순환 구조를...
1일 전,8시간 전,"FSK L&S, 美 최대 규모 배터리 공장 통합물류센터 운영","이어 올해 추진 예정인 중국·북미 반도체 낸드 물류 서비스 등 신규 사업을 통해 FSK L&S의 올해 매출과 영업이익을 증가시키겠다고 밝혔다. FSK L&S의 지난해 매출은 2천710억원, 영업이익 64억원이었다. SK스퀘어는 지난해 말 정기 인사에서 SK온 출신의 구매·물류 전문가 김용직 대표를 FSK L&S의..."
1일 전,8시간 전,"이상일, “SK하이닉스 첫 팹 공사에 4500억 용인 자원 활용...레미콘 배...",용인=에너지경제신문 송인호 기자 용인특례시는 17일 SK에코플랜트가 처인구 원삼면에서 진행 중인 '용인반도체 클러스터 일반산업단지' SK하이닉스... 시는 '용인 반도체클러스터 일반산업단지'에 배차 플랜트를 설치해 자재를 공급하면 고용 창출과 지역경제 활성화 등 경제 선순환 구조를 구축할 수...
1일 전,8시간 전,"블루포인트, LG유플러스와 ‘50억 펀드’ 결성…업계 첫 실증·투자 연계",이 대표는 카이스트 물리학 박사 출신으로 반도체 핵심기술인 플라즈마 장비 기업 플라즈마트를 창업해 성공적으로 엑시트하고 2014년 블루포인트를 설립했다. 혁신 기술(딥테크)과 투자 분야에서 20년 넘는 경험을 보유한 창업 선배다. 핵심운용인력에는 투자본부의 김두성 액셀러레이팅그룹장과 이미영...
1일 전,8시간 전,"글로벌 물류 기업 FSK L&S,美 ‘배터리 벨트’ 진출","이와 함께 올해 추진 예정인 중국, 북미 반도체 낸드 물류 서비스 등 신규 사업을 발판 삼아 올해 매출과 영업이익 모두 큰 폭으로 성장시키겠다는... 반도체, 정밀 장비, 배터리 등 다양한 제품을 취급한다. 통합 물류 플랫폼 케롤(KEROL)을 통해 물류의 전 과정을 추적하고 데이터화해 화주가 편리하게..."
1일 전,8시간 전,"삼성운용, ‘삼성글로벌CoreAI목표전환형’ 펀드 출시","주식은 반도체와 인프라, 소프트웨어, 로보틱스 등 성장성이 높은 AI 핵심 테마 관련 기업에 집중 투자해 성과를 높일 계획이다. 이 펀드의 목표 수익률은 7%로 설정되었으며, 목표 달성 후에는 전체 포트폴리오를 채권 및 채권형 ETF로 전환해 6개월 후 환매한다. 현재 주도적인 AI 산업을 크게 ..."
1일 전,8시간 전,"신한證 ""에스티아이, 반도체 장비 업체 기대감↑ 목표가 상향""","메모리 반도체 현물가 반등이 이어지고, 우호적인 사업환경이 조성될 것으로 예상했다. 남궁현 신한투자증권 선임연구원은 “지난 2월 레거시 반도체 수요 확대 가시성(중국의 이구환신 정책 영향) 확인 이후 최근 샌디스크(Sandisk)와 YMTC의 낸드 가격 인상 계획 발표에 장비 업체..."
1일 전,8시간 전,"'독한 삼성인' 주문한 이재용 ""'사즉생'의 각오로 위기에 대처해야""...경...",실제로 주력 계열사인 삼성전자는 반도체 사업에서 범용(레거시) 메모리의 부진과 고대역폭 메모리(HBM) 납품 지연 등으로 지난해 시장의 기대에 못 미치는 실적을 냈다. 연합인포맥스가 최근 2개월 내 보고서를 낸 증권사 21곳의 실적 컨센서스(전망치)를 집계한 결과 삼성전자의 1분기 영업이익은...
1일 전,8시간 전,"신한證 ""에스티아이, 반도체 장비 업체 기대감↑ 목표가 상향""","메모리 반도체 현물가 반등이 이어지고, 우호적인 사업환경이 조성될 것으로 예상했다. 남궁현 신한투자증권 선임연구원은 “지난 2월 레거시 반도체 수요 확대 가시성(중국의 이구환신 정책 영향) 확인 이후 최근 샌디스크(Sandisk)와 YMTC의 낸드 가격 인상 계획 발표에 장비 업체..."
