기준시간,원본시간,제목,미리보기
2일 전,2일 전,트럼프 “푸틴과 생산적 대화… 러·우 전쟁 끝날 가능성 커져”,도널드 트럼프 미국 대통령과 블라디미르 푸틴 러시아 대통령이 우크라이나 전쟁 휴전 방안을 직접 논의했다. 다만 아직 결론에 이르지는 못한 모습이다.... 미국과 우크라이나는 지난 11일 종전을 위해 우선 30일간 휴전하는 방안에 합의했고 미국은 이에 대해 러시아와 논의 중이다. 스티브 위트코프 중동특사가...
2일 전,2일 전,"트럼프 ""푸틴에 수천 명 우크라이나 군인 살려달라 요청""","▲ 2018년 미·러 정상회담 도널드 트럼프 미국 대통령은 현지시간 14일, 러시아가 우크라이나에 대한 공격을 강화하고 있는 것과 관련해 ""나는 푸틴 대통령에게 그들(우크라이나 군인)의 목숨을 살려줄 것을 요청했다""라고 말했습니다. 트럼프 대통령은 이날 자신의 소셜미디어(SNS)에 올린 글에서 ""현재 수천 명의..."
2일 전,2일 전,"트럼프 ""김정은과 관계 재구축""...'북한은 핵 보유국' 또 언급",하노이 회담 결렬 이후 북미 정상회담이 다시 추진될 가능성도 점차 커지는 분위기입니다. 하지만 현재 우크라이나 전쟁 종식과 세계 각국을 대상으로 벌이고 있는 관세 전쟁 등 풀기 어려운 현안들로 북미회담을 조기 성사시키기는 쉽지 않다는 분석이 나옵니다. 워싱턴에서 YTN 홍상희입니다. 영상편집 : 강연오
2일 전,2일 전,"도지코인, 3월부터 급락세 지속하다 48시간 만에 저점 매수 기회 포착","우크라이나 휴전 협정 가능성으로 시장 압박이 다소 줄어들고 있다. 13일(현지시간) 크립토뉴스에 따르면, 도지코인은 여전히 '최고의 밈코인' 대화에서 중요한 위치를 차지하고 있지만, 시장의 강한 불확실성 속에서 소매 유동성이 감소했다. 이번 주 캐나다-미국 무역 갈등이 완화되고 휴전..."
2일 전,2일 전,"트럼프 ""푸틴과 통화…끔직한 전쟁 종식될 가능성 높아""","그는 ""바로 지금 이 순간에도 수천 명의 우크라이나 병력이 러시아군에 완전히 포위되어 매우 열악하고 취약한 상황에 있다""며 ""저는 푸틴에게 그들의 목숨을 살려줄 것을 강력히 요청했다""고 강조했다. 그러면서 ""이는 2차 세계대전 이래 볼 수 없었던 끔찍한 학살이 될 것""이라며 ""그들 모두에게 신의 축복이..."
2일 전,2일 전,"트럼프 ""푸틴에 수천명의 우크라이나 군인 살려달라 요청""","""우리는 어제 푸틴과 생산적 대화했다…전쟁 끝날 가능성 높아"" 강병철 특파원 = 도널드 트럼프 미국 대통령은 14일(현지시간) 러시아가 우크라이나에 대한 공격을 강화하고 있는 것과 관련, ""나는 푸틴 대통령에게 그들(우크라이나 군인)의 목숨을 살려줄 것을 요청했다""라고 말했다. 트럼프 대통령은 이날 자신의..."
2일 전,2일 전,"IAEA ""체르노빌 원전 격납고 잔불 끄고 완전 통제""","우크라이나 북부 체르노빌 원자력발전소 격납고에서 지난달 14일 폭발 사고가 난 이후 좀처럼 잡히지 않던 잔불이 다 꺼졌다고 국제원자력기구, IAEA가... 드론 공습 주체에 대해선 러시아와 우크라이나가 상대방을 지목하며 책임을 전가하고 있는 상황입니다. 지난 1986년 4월 역사상 최악의 원전 폭발 사고가..."
2일 전,2일 전,"트럼프 대통령, 핵 군축 언급하며 “북한 핵 많다”…전문가 “스몰딜 ...",[녹취: 고유환 명예교수] 우크라이나 전쟁에 파병한 상황에서 앞으로 종전 협상이 진행될 가능성이 높은데 그런 국면에서도 자기들이 챙겨야 할 걸... 임을출 교수는 북한이 지금은 낮은 수위에서 대응을 자제하고 있지만 우크라이나 전쟁이 일단락되고 지방발전정책 같은 민생 과제도 일정한 성과를 내고 나면...
2일 전,2일 전,"IAEA ""체르노빌 원전 격납고 잔불 끄고 완전 통제""",우크라이나 북부 체르노빌 원자력발전소 격납고에서 지난달 14일 폭발 사고가 난 이후 잡히지 않던 잔불이 모두 꺼졌다고 국제원자력기구(IAEA)가 14일(현지시간) 밝혔다. IAEA에 따르면 폭발 사고가 난 체르노빌 원전 격납고에서 더는 연기가 새어 나오지 않고 있다. 소방 당국이 24시간 비상근무...
2일 전,2일 전,"러 ""푸틴, 美 특사 통해 트럼프에 추가 신호 전달…연대 표한 것""","앞서 러시아 매체들은 위트코프 특사가 미국과 우크라이나가 합의한 휴전안에 대해 논의하기 위해 전날 모스크바에 도착해 러시아 대표단을 만난 뒤 모스크바를 떠났다고 보도했다. 푸틴 대통령은 전날 위트코프 특사를 만나기 전 기자회견을 통해 30일간 휴전안에 대한 입장을 발표했다. 그는 ""휴전안 자체는..."
2일 전,2일 전,"헝가리 막판 거부권 철회…EU, 러시아 제재 6개월 연장 합의","이에 따라 헝가리는 막판에 거부권을 철회했고 이번 합의에 따라 9월 15일까지 갱신됐다. 우르줄라 폰데어라이엔 EU 집행위원장은 자신의 소셜미디어 엑스(X)에 ""EU는 러시아에 대한 압박을 강화한다""며 ""우크라이나를 지원하려는 우리의 결심은 확고하다""고 강조했다."
2일 전,2일 전,"[데일리안 오늘뉴스 종합] 경북 청도 산불, 6시간여 만에 진화…4.5km까지...","휴전 협상 진전있나…미국 위트코프 특사, 러시아 떠나 미국과 우크라이나가 합의한 ‘30일 휴전안’을 논의하기 위해 러시아를 방문했던 스티브... 전날 모스크바에 도착한 위트코프 특사는 미국과 우크라이나가 합의한 휴전안을 논의하기 위해 러시아 대표단과 만난 것으로 전해진다. 수업 중 교사가..."
2일 전,2일 전,"푸틴 대통령, 美 백악관 특사 통해 '30일간 휴전안' 입장 전달","위트코프 특사는 지난 11일 사우디아라비아 제다에서 미국과 우크라이나가 합의한 이 휴전안을 논의하기 위해 전날 모스크바에 도착했다. 그는 러시아... 아울러 푸틴 대통령의 발언에 대해 우크라이나 문제 해결에 대한 '신중한 낙관론'을 가질 이유가 있다며 ""푸틴 대통령은 여전히 해야 할 것이 많은데도..."
2일 전,2일 전,국제 밉상 '머스크'에 관세광 '트럼프'…눈물 나는 테슬라 [테슬라 스페...,"최근에도 그는 우크라이나에 제공한 군사·재정 지원에 대한 대가로 720조 원을 갚으라고 요구하는 등 비슷한 행보를 보이고 있습니다. ●머스크와 트럼프, 언젠가 결별할까? 트럼프는 자신의 정치적 입지를 강화하는 데 유용한 인물이라면 누구와도 손을 잡습니다. 그러나 필요가 없어지면 언제든 손절할..."
2일 전,2일 전,"러 ""푸틴, 트럼프에 메시지 전달""...'휴전안' 통화 전망",대통령의 대화 시기는 합의되지 않았지만 위트코프 특사가 푸틴 대통령의 메시지를 트럼프 대통령에게 전달한 뒤 결정될 것이라고 언급했습니다. 위트코프 특사는 미국과 우크라이나가 합의한 휴전안을 논의하기 위해 현지 시간 13일 모스크바를 방문해 러시아 대표단과 만난 뒤 14일 새벽 미국으로 돌아갔습니다.
2일 전,2일 전,"크렘린, ""푸틴 위트코프 만나 설명듣고 끄덕여…상의할 것 많아""","러시아 크렘린은 14일 전날 밤 블로디미르 푸틴 대통령이 미국의 스티브 위트코프 특사와 만났다면서 우크라이나 휴전안과 관련해 양국이 논의하고... 30일간 휴전안은 미국이 11일 사우디서 회동한 우크라이나 대표팀에 제안한 것으로 회동 직후 우크라가 이를 수락했다고 미국은 밝히면서 ""이제 공은 러시아로..."
2일 전,2일 전,"푸틴 보좌관, 휴전안 '부정적 의견' 美에 전달","미국과 우크라이나가 합의한 '30일 휴전' 방안에 대해 푸틴 러시아 대통령의 외교정책 보좌관은 부정적 의견을 미국 측에 전달했다며 공개했습니다. 유리 우샤코프 크렘린궁 보좌관은 현지시간 13일, 러시아 국영방송 인터뷰에서 30일간 휴전안에 대해 "" 군대를 위한 일시적인 휴식만 줄 뿐, 그..."
2일 전,2일 전,"우크라 ""휴전 모니터링 방법 검토 시작""","우크라이나가 1300km가 넘는 러시아와의 전쟁 전선에서 휴전을 모니터링하는 방법을 검토하기 시작했다고 14일(현지시간) 로이터 통신이 보도했다. 로이터에 따르면 안드리 시비하 우크라이나 외무장관은 이날 기자들에게 ""러시아 측의 도발 가능성을 피하려면 준비가 필요하다""며 관련 팀을 만들 예정이라고..."
2일 전,2일 전,"“아동 성학대 끔찍했다”...교회사제 천인공노할 범죄, 대신 고개 숙였...","2022년 2월 러시아가 우크라이나를 침공한 다음 날 아침에도 교황은 모든 일정을 취소하고 직접 주교황청 러시아대사관으로 향했다. 알렉산드르... 같은 시기 교황의 전화를 받았던 볼로디미르 젤렌스키 우크라이나 대통령은 이듬해와 지난해 10월 바티칸을 찾았고, 교황청은 다방면으로 연대와 헌신의 손길을..."
2일 전,2일 전,"뉴욕증시 프리뷰, 반발매수 속 일제 반등...엔비디아·테슬라·도큐사인...",우크라이나와 미국이 합의한 '30일 휴전안'에 러시아가 회의적인 입장을 보인 것으로 알려지며 휴전 기대감도 줄어들고 있다. 영국 가디언은 트럼프 대통령에게 (러시아가 휴전을 수용하도록 할) 압도적인 '카드'가 없는 한 우크라이나와 러시아 간 (휴전) 협상이 장기전으로 흘러갈 가능성이 크다고...
2일 전,2일 전,"트럼프 또 김정은 북핵 인정 발언…""북한은 확실히 핵보유국""","도널드 트럼프 / 미국 대통령 ""만약 제가 아니라 힐러리 클린턴이 대통령으로 당선됐다면, 북한과의 핵 전쟁이 일어났을 것입니다."" 트럼프는 미국과 북한의 대화 재개 가능성도 열어놨는데, 우크라이나 전쟁과 관세 등 트럼프 정부의 우선 순위에 밀려 정권 초기에 만남이 이뤄지긴 어렵단 관측이 나옵니다...."
2일 전,2일 전,"러시아, 트럼프 등장 이후 ""이젠 영국이 우리 적""… 19세기 중반부터 앙...","우크라이나 전쟁 발발 이후 러시아는 우크라이나에 무기 등을 가장 많이 지원하는 미국에 비난의 화살을 퍼부었지만 트럼프 집권 이후 상황이 달라졌다는 것이다. 영국과 러시아는 19세기 중반~20세기 초 중앙아시아 내륙의 주도권을 놓고 '그레이트 게임'이라고 불리는 패권 다툼을 벌였고, 소련의 탄생..."
2일 전,2일 전,"백악관과 '삐끗'한 사이…우크라, 북한군 인해전술에 '속수무책'","트럼프 대통령 취임 이후 우크라이나에 대한 지원을 일시 중단한 사이, 러시아는 우크라니아에 점령당했던 쿠르스크주 대부분을 되찾았습니다. 탈환작전... 우크라이나군에 점령됐던 쿠르스크 요충지인 수자 마을을 탈환한 겁니다. 러시아군은 최근 쿠르스크 영토의 70%를 되찾았는데 탈환 공격 선봉에 북한군을..."
2일 전,2일 전,IAEA “체르노빌 원전 격납고 잔불 끄고 완전 통제”,우크라이나 북부 체르노빌 원자력발전소 격납고에서 지난달 14일 폭발 사고가 난 이후 좀처럼 잡히지 않던 잔불이 다 꺼졌다고 국제원자력기구(IAEA)가... 로이터연합뉴스 우크라이나 소방 당국이 24시간 비상근무 체제를 가동하며 추가적인 화재 위험을 차단한 끝에 최근까지 열흘 가까이 잔불은 발견되지...
2일 전,2일 전,"러시아 ""푸틴, 미국에 30일 휴전안 관련 '신중한 낙관론' 전해""","블라디미르 푸틴 러시아 대통령이 '우크라이나·러시아 전쟁 30일 휴전'과 관련해 백악관 측에 '신중한 낙관론'을 갖고 있다는 메시지를 전한 것으로... 아울러 '키스 켈로그 미국 대통령 우크라이나·러시아 특사가 러시아 측 지시로 전날 진행된 미·러 간 회담에서 제외됐다'는 보도와 관련, 페스코프 대변인은..."
2일 전,2일 전,시비옹테크-안드레바 인디언웰스 준결승 전망,"17세인 그는 이번 대회에서 한 세트도 잃은 적이 없으며, 6개의 브레이크 포인트 중 5개를 세이브한 후 우크라이나 선수에게 한 세트도 잃지 않았다. 인디언 웰스 데뷔전에서 케이티 볼리네츠에게 1라운드에서 진 지 1년 만에, 이 젊은 선수는 준결승에 진출하기 위해 클라라 타우손과 엘레나 리바키나를..."
2일 전,2일 전,"EU, 우크라에 최대 63조원 무기 추가지원 추진",헝가리 발목 우려에 '자발적 기금' 구상…내주 논의 정빛나 특파원 = 유럽연합(EU)이 올해 우크라이나에 최대 400억 유로(약 63조 5천억원) 규모의 무기 추가 지원을 추진한다고 14일(현지시간) 유락티브 등이 보도했다. EU 외교부 격인 대외관계청(EEAS)은 전날 27개 회원국에 보낸 서한에서 군사...
2일 전,2일 전,"트럼프, 법무부 연설 앞두고 ""부정선거 관여자들 감옥가야""","트럼프 대통령은 이날 사회관계망서비스(SNS) 트루스소셜에 올린 글에서 자신의 전임자인 조 바이든 전 대통령 재임기의 미·러 갈등과 우크라이나 전쟁... 트럼프 대통령은 이 SNS 글에서 우크라이나 전쟁과 관련, ""부패한 조 바이든은 우리를 러시아와의 진정한 '진흙탕'(mess)으로 몰아넣었다""며 ""그러나 나는..."
2일 전,2일 전,"EU, 우크라에 최대 63조원대 군사 지원 추진","유럽연합(EU)이 올해 우크라이나에 최대 400억 유로(약 63조 5천억 원) 규모의 추가 군사 지원을 추진하고 있다. 이는 지난해 EU의 군사 지원 규모의 두 배에 달하는 금액으로, 우크라이나의 장기적 방어 역량 강화를 위한 조치로 해석된다. 14일(현지시간) 유락티브 등에 따르면 EU 외교부 격인 대외관계청..."
2일 전,2일 전,"EU, 우크라에 최대 63조원 무기 추가지원 추진","유럽연합 EU가 올해 우크라이나에 최대 400억 유로, 우리 돈 약 63조 5천억 원 규모의 무기 추가 지원을 추진한다는 보도가 나왔습니다. EU 전문매체 유락티브 등은 EU 외교부 격인 대외관계청이 현지시간 13일 27개 회원국에 보낸 서한에서 군사 지원을 위해 200억 유로에서 400억 유로 규모의 별도..."
2일 전,2일 전,"EU, 우크라에 최대 63조 원 무기 추가 지원 추진","유럽연합(EU)이 올해 우크라이나에 최대 400억 유로, 약 63조 5천억 원 규모의 무기 추가 지원을 추진합니다. EU 외교부 격인 대외관계청(EEAS)은 현지 시간 13일 27개 회원국에 보낸 서한에서 우크라이나 군사 지원을 위한 200억∼400억 유로 규모의 별도 기금을 만들자고 제안했습니다. 올해 최소 200억 유로..."
2일 전,2일 전,"EU, 우크라에 최대 63조 원 무기 추가 지원 추진",▲ 브뤼셀 EU 본부의 유럽연합과 우크라이나 국기 유럽연합(EU)이 올해 우크라이나에 최대 400억 유로(약 63조 5천억 원) 규모의 무기 추가 지원을 추진한다고 현지시간 14일 유락티브 등이 보도했습니다. EU 외교부 격인 대외관계청(EEAS)은 전날 27개 회원국에 보낸 서한에서 군사 지원을 위한...
2일 전,2일 전,주유소 기름값 5주 연속 하락…9주 만에 1600원대 진입,"이번 주 국제유가는 미국 관세 정책에 따른 세계 경기 둔화 우려 지속, 국제에너지기구(IEA)의 석유 수요 전망 하향, 러시아-우크라이나전 휴전 논의 진전 등으로 하락했다. 수입 원유 가격 기준인 두바이유는 직전 주보다 0.1달러 내린 71.2달러였다. 국제 휘발유 가격은 0.9달러 내린 77.7달러, 국제..."
2일 전,2일 전,"""우크라이나인 74%, 미국 지원 없어도 계속 전쟁""","우크라이나인 10명 가운데 7명 이상은 미국이 모든 지원을 철회해도 계속 러시아에 맞서 싸워야 한다고 생각하는 것으로 나타났습니다. 영국 이코노미스트와 여론조사기관 입소스가 지난 5일부터 엿새간 우크라이나인 천 명을 대상으로 조사한 결과, 미국 지원 없이도 싸워야 한다는 응답이 74%에..."
2일 전,2일 전,"젤렌스키 “러, 평화노력 방해…美 강한 압박 필요”",“美·우크라 긴밀한 관계 중요” 볼로디미르 젤렌스키 우크라이나 대통령 [EPA] 볼로디미르 젤렌스키 우크라이나 대통령이 미국과 우크라이나가 합의한 30일 휴전안을 즉각 수용하지 않는 러시아에 대해 미국의 ‘강한 압박’을 요청했다. AFP 통신 등에 따르면 젤렌스키 대통령은 14일(현지시간) SNS...
2일 전,2일 전,"또 ""북한 핵보유"" 언급한 트럼프, 3차 북미정상회담 2026년 열리나[프레...","다만 그는 ""북미 정상회담을 통해 문제를 풀겠다는 트럼프의 계획과 우크라이나 전쟁 및 미중 전략 경쟁 등 우선순위가 높은 다른 대외 정책 사이에... 그는 ""러시아-우크라이나 전쟁이 휴전‧종식되면 이 전쟁을 계기로 밀착되어온 북러 관계도 조정 국면에 들어갈 것""이라며 ""조선은 양대 강국인 미국과..."
2일 전,2일 전,"빅터차 ""트럼프는 실용적인 사람…北 비핵화에 집중 안해""","차 석좌는 ""북한에 대한 트럼프의 준거의 틀은 비핵화가 아니라 우크라이나 전쟁""이라고 분석하며 ""평화협정의 일부로서, 트럼프는 북한이 (러시아를 위한) 지상군 파병을 중단하길 원할 것""이라고 내다봤다. 차 석좌는 트럼프 대통령이 ""기본적으로 북한을 핵무기 보유국으로 받아들이고 있을 수도 있다""며..."
2일 전,2일 전,이 시각 주요뉴스 (25. 03. 15. 12시),"G7 외교장관회의 ""러·우크라 휴전안 환영···러에 수용 촉구"" 주요 7개국 외교장관들이 미국이 제안한 러시아·우크라이나 전쟁 '30일 휴전안'을 환영하면서 러시아에 휴전안 동의와 완전한 이행을 촉구하는 내용의 공동성명을 채택했습니다. 그러면서 러시아가 휴전안을 받아들이지 않을 경우 러시아에..."
2일 전,2일 전,"G7 외교장관회의 ""北 비핵화 요구""…'CVID 원칙' 명시는 안해","G7 외교장관들은 이날 공동선언문에서 러시아·우크라이나 전쟁과 관련해 ""북한과 이란의 러시아에 대한 군사 지원 제공과 중국의 무기 및 이중용도 부품 제공을 규탄한다""라고 밝혔다. 중국에 대해선 ""러시아의 전쟁 및 러시아 군사력 재건의 결정적인 조력자""라며 "" 우리는 이런 제3국들에 대해 지속해서..."
2일 전,2일 전,"G7 외교장관 “러, ‘30일 휴전안’ 수용해야”","주요 7개국 외교장관들이 미국이 제안한 러시아·우크라이나 전쟁의 '30일 휴전안'을 환영하면서 러시아에 휴전안 동의 및 이행을 촉구하는 공동성명을 채택했습니다. 7개국 외교장관들은 현지시간 14일 캐나다 샤를부아에서 열린 외교장관회의 후 공동성명을 내고 ""러시아가 동등한 조건으로 휴전에 동의하고..."
2일 전,2일 전,[크립토 주간 브리핑] 반등했던 비트코인 3.94% 하락...'바이백 발표' 위...,주간 비트코인 차트 /사진=업비트 시장의 불안을 키웠던 러시아와 우크라이나 사이엔 휴전 가능성이 제기됐다. 미국이 우크라이나에 제안한 30일 휴전안에 볼로디미르 젤런스키 우크라이나 대통령이 수용하겠다는 뜻을 밝혔다는 소식이 외신을 통해 전해졌다. 블라디미르 푸틴 러시아 대통령은 휴전...
2일 전,2일 전,"美 정보당국, 푸틴 '종전 의지' 의심…""우크라 지배 목표 여전"" | '명목적...","미국 주도로 우크라이나 종전 협상이 개시된 가운데 나온 보도여서 주목된다. 워싱턴포스트(WP)는 13일(현지 시간) 다수의 소식통을 인용, 미국 정보 당국이 장성한 기밀문서에 이런 내용이 담겼다고 보도했다. 기밀문서 중 일부는 이달 초에 작성됐는데, 도널드 트럼프 대통령이 압박을 가속하던..."
2일 전,2일 전,"[AI의 역사] 28 ADLINE, 미노스 그리고 다층 퍼셉트론 - 신경망 연구 확장...","미국 외부에서 있었던 신경망에 대한 연구 중 가장 주목할 만한 연구는, 당시 소비에트 연방국의 하나인 우크라이나의 수학자 알렉세이 이바크넨코... 다시 설명하겠지만, 1969년 민스키가 로젠블래트의 퍼셉트론에 대한 한계를 증명할 때, 민스키는 그 한계가 이미 소비에트 연방의 에서..."
2일 전,2일 전,"러시아, 석유 거래에 암호화폐 '꼼수'… 서방 제재 회피 시도","러시아는 우크라이나 침공 이후 서방 국가들의 강력한 경제 제재를 받으면서 전통적인 금융 시스템을 통한 에너지 수출에 어려움을 겪고 있다. 이에 러시아는 암호화폐를 활용하여 제재를 우회하고 에너지 수출을 지속하려는 시도를 하고 있다. 러시아는 특히 중국, 인도 등 제재에 동참하지 않는 국가들과의 석유..."
2일 전,2일 전,"갑자기 일정 생긴 푸틴?… 휴전안 들고온 美특사, 8시간 기다렸다","위트코프 특사가 사우디아라비아에서 우크라이나와 합의한 뒤, 이 합의안을 갖고 13일쯤 러시아를 방문할 것이라는 일정은 이미 이번 주에 발표된 바... 대통령에게 우크라이나 군인들의 목숨을 살려줄 것을 강력히 요청했다고 말했다. 푸틴은 이에 “러시아군이 거의 탈환한 쿠르스크에서 군이..."
2일 전,2일 전,韓 포함된 '美 민감국가' 어느 나라 더 있나,"DOE가 언급한 '정기적 협력하는 국가들'은 이스라엘, 대만, 우크라이나 등을 의미하는 것으로 보인다. 이들 국가는 적대국이 아니지만 SCL에 올라 있는 상태다. SCL에 오른 것은 한국으로선 그다지 달가운 상황이 아니다. 목록에 오른 것 자체로 미국과의 협력 기회가 축소될 수 있고, 국제사회에서..."
2일 전,2일 전,"금 선물 종가, 3000달러 최초 돌파",골드만삭스는 “2022년 러시아 중앙은행 보유자산 동결 조치가 이뤄진 후 중앙은행의 금 매입이 구조적으로 더 높은 수준을 유지할 것”이라며 “러시아와 우크라이나 간 휴전이 이뤄진 이후에도 마찬가지일 것으로 보인다”고 했다.
2일 전,2일 전,연일 최고가...‘비트코인’ 대신 돈 몰리는 ‘이곳’,"골드만삭스는 ""2022년 러시아 중앙은행 보유자산에 대한 동결 조치가 이뤄진 이후 중앙은행의 금 매입이 구조적으로 더 높은 수준을 유지할 것""이라며 ""이는 러시아와 우크라이나 간 휴전이 이뤄진 후에도 마찬가지일 것으로 보인다""라고 평가했다."
2일 전,2일 전,주유소 기름값 5주 연속 하락…9주 만에 1천600원대 진입,"국제유가는 미국 관세 정책과 세계 경기 둔화 우려, IEA의 석유 수요 전망 하향, 러시아-우크라이나 전쟁 휴전 논의 등으로 인해 하락했다. 수입 원유 가격 기준인 두바이유는 직전 주보다 0.1달러 내린 71.2달러였고, 국제 휘발유 가격은 0.9달러 하락한 77.7달러, 국제 자동차용 경유는 1.2달러 내린 85...."
2일 전,2일 전,주유소 기름값 5주 연속 하락…휘발유 ℓ당 1700원 아래로,"한편, 이번 주 국제 유가는 미국의 관세 정책에 따른 경기 둔화 우려, 국제에너지기구(IEA)의 석유 수요 전망 하향 조정, 러시아-우크라이나 간 휴전 협상 진전 등의 영향으로 하락세를 보였다. 수입 원유 가격의 기준인 두바이유는 전주보다 0.1달러 내린 배럴당 71.2달러를 기록했으며, 국제 휘발유..."
2일 전,2일 전,"G7 외교장관회의 ""북 비핵화 요구""...CVID 문구는 빠져","다만, 종전의 성명 등에서 강조했던 'CVID 원칙'에 대한 문구는 포함하지 않았습니다. G7 외교장관들은 아울러 미국이 제안한 러시아·우크라이나 전쟁 '30일 휴전안'을 환영하면서 러시아에 동의와 완전한 이행을 촉구하는 공동 성명을 채택했습니다. 윤석이 기자 #G7_외교장관회의 #CVID #북한 #_전쟁"
2일 전,2일 전,"러시아 군용기, KADIZ 진입…공군 전투기 대응",이에 러시아는 수년간 공중훈련 등을 이유로 우리 측에 사전 통보 없이 KADIZ에 진입하는 행위를 반복하고 있다. 일각에서는 무력시위라는 관측도 제기된다. 러시아는 지난해 11월 29~30일 이틀 연속 KADIZ에 진입했다. 같은달 27일 우크라이나 특사단이 한국을 방문해 윤석열 대통령을 예방했다.
2일 전,2일 전,"[글로벌마켓인사이트]3000달러 돌파 금값, 더 오른다","또한 ""2022년 러시아 중앙은행 자산 동결 이후 중앙은행들의 금 매입이 구조적으로 증가한 상태""라며 ""이는 러시아와 우크라이나 사이에 휴전이 이뤄진다 해도 지속할 것""이라고 덧붙였다. 미 중앙은행인 연방준비제도(연준·Fed)의 금리완화에 대한 기대감도 금값 상승을 부채질하고 있다. 시장에서는..."
2일 전,2일 전,"빅터차 ""트럼프, 北비핵화에 집중 안해…다른 목적 있어""","차 석좌는 ""북한에 대한 트럼프의 준거의 틀은 비핵화가 아니라 우크라이나 전쟁""이라고 분석하면서 ""평화협정의 일부로서, 트럼프는 북한이 (러시아를 위한) 지상군 파병을 중단하길 원할 것""이라고 내다봤다. 차 석좌는 트럼프 대통령이 ""기본적으로 북한을 핵무기 보유국으로 받아들이고 있을 수도 있다""며..."
2일 전,2일 전,“테슬라 샀지만 이제 안 타” 머스크와 설전 美 상원의원 ‘보이콧’,앞서 머스크는 지난 10일 X를 통해 켈리 의원의 우크라이나 방문을 “반역자”라고 표현하며 강하게 비판했다. 도널드 트럼프 2기 행정부가 평화협정을 끌어내기 위해 우크라이나에 대한 원조를 중단했는데 켈리 의원이 우크라이나를 방문했다는 이유에서다. 켈리는 이같은 머스크의 트윗에 “정부 일을...
2일 전,2일 전,"트럼프 ""'24시간내 우크라戰 해결' 주장은 약간 비꼬았던 것""","도널드 트럼프 미 대통령은 14일(현지시각) 러시아와 우크라이나 간 전쟁을 24시간 이내에 해결할 것이라던 대통령 취임 전 주장에 대해 ""약간 비꼬는 것이었다""고 말했다. 트럼프는 이날 '풀 미저'(Full Measure) TV 프로그램 인터뷰에서 지난해 대선 운동 중 거듭됐던 전쟁 종식 약속에 대한 질문에..."
2일 전,2일 전,'트럼프 리스크' 일단 덮어두고…분열 겨우 피한 G7 외교회의,특히 주요 의제였던 우크라이나 전쟁과 관련해서도 트럼프 대통령이 종전 협상에서 우크라이나와 유럽을 배제하고 러시아와 밀착하는 행보를 보인 만큼 이번 회의에서 공동성명문 문구 합의 도출이 어려울 것이라는 우려도 존재했다. 본격적인 회담을 앞두고 지난 13일 이뤄진 루비오 미 국무장관과 멜라니...
2일 전,2일 전,트럼프 관세도 있는데…美 “민감국가 목록에 한국 추가”,"한편, 한국처럼 미국의 적대국이 아니지만 SCL에 등록된 '정기적 협력국'들은 이스라엘, 대만, 우크라이나 등이 있다. 이스라엘의 경우 핵 비확산 문제 때문에, 대만의 경우 미국의 글로벌 패권 경쟁국인 중국과의 갈등 관계에 놓여 있다는 이유로 SCL에 오른 것으로 알려졌다. 박성준 기자 mediapark@ekn.kr"
2일 전,2일 전,"휘발유 1,600원대 진입…""더 내린다""","이번 주 국제유가는 미국 관세 정책에 따른 세계 경기 둔화 우려 지속, 국제에너지기구(IEA)의 석유 수요 전망 하향, 러시아-우크라이나전 휴전 논의 진전 등으로 하락했다. 수입 원유 가격 기준인 두바이유는 직전 주보다 0.1달러 내린 71.2달러였다. 국제 휘발유 가격은 0.9달러 내린 77.7달러, 국제..."
2일 전,2일 전,"트럼프, 푸틴과의 휴전 협상 ""좋았고 생산적이었다""","미국 도널드 트럼프 대통령이 러시아 블라디미르 푸틴 대통령과의 우크라이나 휴전 협상이 ""좋고 생산적""이었다고 찬사를 보냈다. 트럼프 대통령의... 그러나 볼로디미르 젤렌스키 우크라이나 대통령은 푸틴이 전쟁을 지속하기 위해 협상을 지연시키려 한다고 주장했으며, 키어 스타머 영국 총리는 러시아..."
2일 전,2일 전,“북핵 막아야” 주장한 美 국방부 부장관 후보자 인준 통과,우크라이나와 전쟁 중인 러시아를 돕기 위해 북한이 군대를 파병한 것에 대해선 “우려스러운 사안”이라고 답변했다. 파인버그 부장관은 미국을 위협하는 중국의 군사력 증강에도 강한 경각심을 드러냈다. 그는 “상원이 인준안을 통과시키면 중국의 침략을 저지하기 위해 인도태평양 지역에서 미군의...
2일 전,2일 전,휘발유 9주 만에 1600원대 진입…국제유가 3주 연속 하락세,"국제유가와 국제휘발유가격은 2월 셋째 주부터 3주 연속, 국제경유가격은 2월 둘째 주부터 4주째 하락 중이다. 하락세를 이어가는 배경으로는 미국 관세 정책에 따른 세계 경기 둔화 우려, 국제에너지기구(IEA)의 석유 수요 전망 하향, 러시아와 의 휴전 논의 등이 지목된다. [뉴스웍스=]"
2일 전,2일 전,"美, 바이든 정부 때 민감국가에 韓 포함","한편 한국뿐만 아니라 미국의 동맹으로 여겨지는 이스라엘, 대만, 우크라이나 등도 SCL 목록에 포함됐다. 해당 국가도 국제 사회에 각종 이슈로 주목을 받는 상황이다. 이스라엘의 경우 핵 비확산 문제 때문에, 대만의 경우 미국의 글로벌 패권 경쟁국인 중국과의 갈등 관계에 놓여 있다는 이유로..."
